sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
屏東(枋山),屏東縣,60,懸浮微粒,普通,0,0.08,25.1,30.4,72,14,0.3,0.5,0.2,2.3,301,2024-06-01 18:00,,0,11.3,60,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,17,,良好,0.7,0.3,9.1,16.0,11,3,10,11.9,1.8,0.3,96,2024-06-01 18:00,,0.2,4,10,0,120.65525382,24.39017512,312
新北(樹林),新北市,41,,良好,1.9,0.4,17.4,18.0,20,11,15.3,16.3,0.9,0,348,2024-06-01 18:00,,0.3,12.5,21,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,38,,良好,0.6,0.12,17.6,23,19,11,1.3,2.1,0.7,0.5,281,2024-06-01 18:00,,0,11.8,18,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,23,,良好,0.2,0.15,11.7,15.7,20,9,6.7,9.7,3,0.2,192,2024-06-01 18:00,,0.1,7.2,20,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,20,,良好,1,0.14,13.6,13.7,13,6,4.4,7.2,2.8,1.2,233,2024-06-01 18:00,,0.1,6.1,16,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,31,,良好,1.5,0.18,12.2,16.5,14,7,6.5,8.7,2.2,0.7,114,2024-06-01 18:00,,0.2,9.7,19,1,120.56373,23.96117,201
大城,彰化縣,18,,良好,0.6,0.07,12.8,16.5,17,4,3.3,4.5,1.2,0.5,31,2024-06-01 18:00,,0,3.6,18,1,120.26964167,23.85493056,85
富貴角,新北市,46,,良好,0.3,0.17,65.6,51.0,23,3,0.9,0.8,0,4.2,50,2024-06-01 18:00,,0.1,6.8,22,0,121.53656894,25.29681695,84
麥寮,雲林縣,26,,良好,1,0.2,13.6,15.8,28,13,5,7.6,2.5,1.7,176,2024-06-01 18:00,,0.1,8,21,1,120.251825,23.753506,83
關山,臺東縣,27,,良好,0.6,0.13,24.9,29.1,16,7,2.7,3.2,0.4,2.5,25,2024-06-01 18:00,,0.1,5.7,15,0,121.161933,23.045083,80
馬公,澎湖縣,23,,良好,0.8,0.21,20.1,25.1,12,7,12.3,15.6,3.2,1.6,171,2024-06-01 18:00,,0.1,4.5,12,0,119.566158,23.569031,78
金門,金門縣,19,,良好,0.1,0.2,45.7,21.1,0,5,5.8,6.5,0.6,1.7,107,2024-06-01 18:00,,0.1,4.8,8,0,118.312256,24.432133,77
馬祖,連江縣,87,臭氧八小時,普通,0.4,0.15,66.8,66.1,13,1,2.1,2.6,0.5,2.7,325,2024-06-01 18:00,,0.1,2.7,11,0,119.93149378,26.15188416,75
埔里,南投縣,35,,良好,1,0.24,18.2,27.4,19,12,6.5,8.2,1.7,0.9,336,2024-06-01 18:00,,0.1,10.9,21,0,120.967903,23.968842,72
復興,高雄市,22,,良好,0.9,0.22,14.1,15.9,23,5,9.1,11.5,2.4,0.8,273,2024-06-01 18:00,,0.1,6.7,19,2,120.312017,22.608711,71
永和,新北市,47,,良好,1.2,1.2,9.7,19.8,14,13,28.4,45.4,16.9,0.4,4,2024-06-01 18:00,,0.7,12.1,17,0,121.516306,25.017,70
竹山,南投縣,35,,良好,0.7,0.2,12.5,24.9,26,21,8.5,9.7,1.2,1,351,2024-06-01 18:00,,0.1,10.8,22,0,120.677306,23.756389,69
中壢,桃園市,42,,良好,0.2,0.63,19.8,21.0,14,3,25.9,40.1,14.2,0.4,355,2024-06-01 18:00,,0.4,5.9,16,0,121.221667,24.953278,68
三重,新北市,48,,良好,0.9,0.9,14.6,14.1,30,11,29.3,57.7,28.3,-,-,2024-06-01 18:00,,0.8,10.1,24,1,121.493806,25.072611,67
冬山,宜蘭縣,28,,良好,0.7,0.25,25.1,29.1,16,7,11.6,13.3,1.7,0.8,130,2024-06-01 18:00,,0.2,8.7,21,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,1,0.24,33.7,34.5,11,5,6.7,7.5,0.8,0.2,139,2024-06-01 18:00,,0.2,6.8,19,1,121.746394,24.747917,65
陽明,臺北市,27,,良好,0.7,0.14,25.1,29.4,8,5,2.2,3.2,0.9,,,2024-06-01 18:00,,0.1,3.2,10,0,121.529583,25.182722,64
花蓮,花蓮縣,29,,良好,0.5,0.22,26,31.4,,2,6.5,7.1,0.5,1.9,41,2024-06-01 18:00,,0.1,2.8,,0,121.599769,23.971306,63
臺東,臺東縣,29,,良好,0,0.16,28.9,31.7,20,6,3.9,4.9,1,2.2,42,2024-06-01 18:00,,0.1,6.3,15,0,121.15045,22.755358,62
恆春,屏東縣,22,,良好,0.7,0.09,24.1,24.3,14,6,0.6,1.3,0.6,4.5,256,2024-06-01 18:00,,0,5.5,12,0,120.788928,21.958069,61
潮州,屏東縣,21,,良好,2.3,0.25,17.1,20.2,33,10,8.4,10.7,2.2,2.8,260,2024-06-01 18:00,,0.1,5.9,21,0,120.561175,22.523108,60
屏東,屏東縣,25,,良好,0.7,0.25,21,27.6,17,6,7.4,8.9,1.4,2.3,267,2024-06-01 18:00,,0.2,5.1,22,1,120.488033,22.673081,59
小港,高雄市,31,,良好,1.9,0.14,12.9,14.8,11,9,10.9,13.8,2.8,1.5,267,2024-06-01 18:00,,0.1,9.4,13,2,120.337736,22.565833,58
前鎮,高雄市,21,,良好,1.3,0.2,17.6,17.1,20,9,8.4,11.2,2.8,1.4,194,2024-06-01 18:00,,0.1,6.5,18,2,120.30833356,22.6044507,57
前金,高雄市,18,,良好,0.3,0.14,20.8,19.3,14,6,4.9,6.1,1.1,2.6,218,2024-06-01 18:00,,0.1,4.2,17,1,120.28676111,22.63390278,56
左營,高雄市,27,,良好,0.7,0.13,17.1,17.1,17,6,3,3.5,0.4,1.9,238,2024-06-01 18:00,,0.1,8.3,15,1,120.292917,22.674861,54
楠梓,高雄市,22,,良好,0.7,0.15,16.6,19.1,15,9,6.3,7.6,1.2,0.2,245,2024-06-01 18:00,,0.1,6.8,19,1,120.328289,22.733667,53
林園,高雄市,37,,良好,1.1,0.12,21.5,26.1,42,11,0.5,1.6,1,2,278,2024-06-01 18:00,,0.1,10,37,1,120.41175,22.4795,52
大寮,高雄市,26,,良好,0.7,0.13,12.8,18.1,18,8,9.1,12.3,3.2,1.2,298,2024-06-01 18:00,,0.1,8,20,0,120.425311,22.56413611,51
鳳山,高雄市,17,,良好,0.9,0.48,12,15.0,15,3,10.1,15.2,5,0.3,295,2024-06-01 18:00,,0.3,4.7,17,1,120.357422,22.628126,50
仁武,高雄市,19,,良好,0,0.15,19.5,20.7,5,1,3.8,5.5,1.6,1.9,250,2024-06-01 18:00,,0.1,4.7,10,0,120.332631,22.689056,49
橋頭,高雄市,25,,良好,0.9,0.11,18.1,18.7,18,10,2.8,3.8,1,2.8,244,2024-06-01 18:00,,0.1,7.7,18,1,120.305689,22.757506,48
美濃,高雄市,33,,良好,0.9,0.16,22.6,36.3,18,8,4.7,5.6,0.9,0.9,302,2024-06-01 18:00,,0.1,5.1,19,0,120.530542,22.883583,47
臺南,臺南市,30,,良好,1.2,0.17,15.9,17.4,22,10,6.6,10.1,3.5,2.3,216,2024-06-01 18:00,,0.1,9.3,19,1,120.21947897,22.98928311,46
安南,臺南市,31,,良好,0.2,0.16,18.9,20,14,9,3.4,4.7,1.2,2.6,217,2024-06-01 18:00,,0.1,9.5,17,1,120.2175,23.048197,45
善化,臺南市,31,,良好,0.4,0.12,15.8,24.1,18,7,6.4,7.9,1.5,1.6,224,2024-06-01 18:00,,0.1,9.6,15,0,120.29740529,23.11337642,44
新營,臺南市,19,,良好,0.8,0.22,13.1,21.4,15,3,5.9,8.8,2.8,1.4,213,2024-06-01 18:00,,0.2,4.3,18,1,120.31725,23.305633,43
嘉義,嘉義市,23,,良好,1.9,0.18,14,25.2,18,10,6.2,7.9,1.7,2.1,231,2024-06-01 18:00,,0.1,5.5,17,1,120.44125148,23.46477865,42
臺西,雲林縣,19,,良好,0.6,0.11,17.4,17.3,18,6,2.3,3.4,1.1,3.9,209,2024-06-01 18:00,,0.1,6,19,1,120.19933333,23.702175,41
朴子,嘉義縣,20,,良好,0.9,0.23,13.5,15.7,21,6,6.5,9.8,3.3,1.7,221,2024-06-01 18:00,,0.2,5.7,20,1,120.2478,23.46538,40
新港,嘉義縣,30,,良好,1.4,0.11,16.3,22,20,9,3.5,5.4,1.9,1.2,223,2024-06-01 18:00,,0.1,9.2,21,1,120.345531,23.554839,39
崙背,雲林縣,30,,良好,0.4,0.16,6.5,14.1,15,10,4.9,7.5,2.5,1.1,104,2024-06-01 18:00,,0.1,9.2,18,0,120.348742,23.757547,38
斗六,雲林縣,30,,良好,1.1,0.17,11.2,20.0,23,11,7.5,9.8,2.2,0.5,11,2024-06-01 18:00,,0.1,9.2,19,1,120.544994,23.711853,37
南投,南投縣,22,,良好,0.3,0.23,8.6,20.6,21,7,12.4,16.1,3.7,0.2,61,2024-06-01 18:00,,0.2,6.9,20,0,120.685306,23.913,36
二林,彰化縣,37,,良好,0.4,0.12,12.1,15.3,18,13,3.2,4.2,1,1.7,117,2024-06-01 18:00,,0.1,11.4,20,0,120.409653,23.925175,35
線西,彰化縣,18,,良好,1.1,0.17,12.8,16.8,15,9,7.9,10.5,2.6,1.5,151,2024-06-01 18:00,,0.1,5.4,17,1,120.469061,24.131672,34
彰化,彰化縣,16,,良好,0.5,0.21,11,16.0,13,8,6.5,9,2.5,1.6,151,2024-06-01 18:00,,0.1,4.9,15,0,120.541519,24.066,33
西屯,臺中市,23,,良好,1.4,0.24,10.6,16,16,6,11.1,14.9,3.7,0.9,186,2024-06-01 18:00,,0.1,7,17,1,120.616917,24.162197,32
忠明,臺中市,18,,良好,0.9,0.29,13.7,15.7,13,10,9.7,12.5,2.7,1.2,142,2024-06-01 18:00,,0.2,5.6,15,1,120.641092,24.151958,31
大里,臺中市,32,,良好,1.2,0.35,12.3,19.6,19,18,11.9,14.4,2.4,1.4,137,2024-06-01 18:00,,0.2,9.8,16,1,120.67844444,24.09961111,30
沙鹿,臺中市,24,,良好,0.5,0.25,9.3,14.9,13,9,10.2,12.9,2.7,1.6,149,2024-06-01 18:00,,0.2,7.3,15,0,120.568794,24.225628,29
豐原,臺中市,22,,良好,0.6,0.24,17.9,20.0,19,8,8.4,10.3,1.9,1.5,185,2024-06-01 18:00,,0.2,6.7,14,0,120.74252414,24.25699731,28
三義,苗栗縣,21,,良好,1,0.25,10,15.8,19,10,10,14.5,4.4,1.6,184,2024-06-01 18:00,,0.2,6.4,14,0,120.75956754,24.38248443,27
苗栗,苗栗縣,26,,良好,0.9,0.19,11,22.1,14,12,8.2,10.9,2.7,1.6,22,2024-06-01 18:00,,0.1,8,9,0,120.82011468,24.56499183,26
頭份,苗栗縣,28,,良好,1.1,0.24,32.7,30.6,21,6,6.3,7.5,1.2,1.3,356,2024-06-01 18:00,,0.2,6.7,15,1,120.89869286,24.69690679,25
新竹,新竹市,31,,良好,0,0.22,32.8,34.6,9,5,6.5,7.5,0.9,1.1,33,2024-06-01 18:00,,0.2,5.3,9,0,120.97236752,24.8056356,24
竹東,新竹縣,30,,良好,0,0.2,25.8,27.0,10,7,9.5,10,0.5,0.2,0,2024-06-01 18:00,,0.1,9.1,13,0,121.08895493,24.74091408,23
湖口,新竹縣,35,,良好,0,0.2,41.3,39.0,12,7,4.5,4.6,0.1,2.1,53,2024-06-01 18:00,,0.1,8.8,11,0,121.03886894,24.90009696,22
龍潭,桃園市,28,,良好,1,0.31,26,26.7,20,12,10.8,12.1,1.2,1.7,336,2024-06-01 18:00,,0.2,8.7,17,0,121.21645772,24.86400048,21
平鎮,桃園市,30,,良好,0.4,0.35,29.6,30.4,13,2,18.4,19.8,1.3,0.4,45,2024-06-01 18:00,,0.2,5,16,0,121.203986,24.952786,20
觀音,桃園市,39,,良好,0,0.16,48.4,42.4,10,6,4.4,5.2,0.8,2.9,55,2024-06-01 18:00,,0.1,4.5,11,0,121.08283092,25.03556747,19
大園,桃園市,36,,良好,0.2,0.19,49.5,40.0,11,0,7.9,8.1,0.2,3.5,25,2024-06-01 18:00,,0.1,3.5,16,0,121.20251473,25.06100357,18
桃園,桃園市,29,,良好,1,0.29,35.5,31.8,8,6,9.5,10.5,1,1.4,13,2024-06-01 18:00,,0.2,7.5,13,1,121.30500531,24.9947107,17
大同,臺北市,32,,良好,0.7,0.86,21.2,23.7,14,10,19.1,27.2,8.1,-,-,2024-06-01 18:00,,0.5,10,17,1,121.51342074,25.06331455,16
松山,臺北市,45,,良好,,0.28,22.5,29.9,17,11,14.2,16,1.7,1.3,63,2024-06-01 18:00,,0.2,13.8,21,,121.578611,25.05,15
古亭,臺北市,36,,良好,1.2,0.36,19.8,28.7,11,14,21.4,59.8,38.4,0.9,298,2024-06-01 18:00,,0.3,11.2,17,1,121.529556,25.020608,14
萬華,臺北市,36,,良好,0.2,0.51,22.1,25.5,15,8,20.5,22.3,1.8,0.3,352,2024-06-01 18:00,,0.3,11.1,19,0,121.507972,25.046503,13
中山,臺北市,38,,良好,0.3,0.59,15.4,21.2,11,5,23.8,30,6.2,0.7,15,2024-06-01 18:00,,0.4,8.3,17,0,121.526528,25.062361,12
士林,臺北市,34,,良好,0.3,0.27,23.4,29.7,10,7,11.9,12.7,0.8,0.8,239,2024-06-01 18:00,,0.1,10.5,15,0,121.51666356,25.10334003,11
淡水,新北市,31,,良好,0.6,0.31,35,34.7,15,7,4.8,5.3,0.5,,,2024-06-01 18:00,,0.1,5.5,15,1,121.449239,25.1645,10
林口,新北市,31,,良好,0,0.19,36.1,34.8,5,2,5.5,5.7,0.1,1.1,347,2024-06-01 18:00,,0.1,3.7,9,0,121.36548982,25.07798949,9
菜寮,新北市,29,,良好,0.4,0.31,33.5,30.1,11,8,9.5,10.2,0.7,0.6,280,2024-06-01 18:00,,0.2,8.8,14,0,121.481028,25.06895,8
新莊,新北市,28,,良好,0.2,0.22,32.8,30.9,6,5,8.1,9.3,1.1,1.8,19,2024-06-01 18:00,,0.1,7.9,13,0,121.4325,25.037972,7
板橋,新北市,28,,良好,0.4,0.37,31.6,30.6,17,5,12.5,13.7,1.2,1.2,308,2024-06-01 18:00,,0.2,7.8,19,0,121.458667,25.012972,6
土城,新北市,41,,良好,0,0.33,26.5,29.5,16,8,12.1,12.4,0.2,1.2,311,2024-06-01 18:00,,0.2,12.7,22,0,121.451861,24.982528,5
新店,新北市,41,,良好,0.3,0.38,24.1,29.3,17,9,14.4,15.9,1.5,1,297,2024-06-01 18:00,,0.2,12.6,20,0,121.537778,24.977222,4
萬里,新北市,37,,良好,0.1,0.23,59.4,40.6,6,4,2.9,3.8,0.8,3.6,28,2024-06-01 18:00,,0.1,5.6,17,0,121.689881,25.179667,3
汐止,新北市,36,,良好,0.1,0.25,33.2,25.8,12,9,10.1,11.6,1.5,1.4,59,2024-06-01 18:00,,0.2,11,18,0,121.64081,25.06624,2
基隆,基隆市,31,,良好,0.5,0.24,52.3,34.5,14,4,2.9,3.5,0.6,0.5,27,2024-06-01 18:00,,0.1,6.2,18,0,121.760056,25.129167,1
屏東(枋山),屏東縣,56,懸浮微粒,普通,0.1,0.08,26,31.2,68,17,0.3,0.5,0.1,2.3,297,2024-06-01 17:00,,0,10.4,56,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,16,,良好,0.6,0.23,11.2,17.4,6,3,6.4,8.6,2.1,0.2,13,2024-06-01 17:00,,0.2,4.4,9,0,120.65525382,24.39017512,312
新北(樹林),新北市,44,,良好,0.9,0.62,17.6,17.7,19,9,15.2,16.2,1,0,9,2024-06-01 17:00,,0.3,13.7,21,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,37,,良好,0.7,0.07,19.3,23.7,19,15,1.1,1.6,0.5,0.5,282,2024-06-01 17:00,,0,11.5,19,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,22,,良好,0.2,0.16,10.5,16.9,16,6,7.3,11.3,4,0.2,194,2024-06-01 17:00,,0.1,6.7,20,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,18,,良好,0.9,0.14,12.4,15.0,20,4,5.5,8.7,3.2,1.6,234,2024-06-01 17:00,,0.1,5.6,17,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,31,,良好,1.6,0.27,10.9,18.2,22,8,8.5,12.4,3.9,0.5,358,2024-06-01 17:00,,0.2,9.7,20,1,120.56373,23.96117,201
大城,彰化縣,19,,良好,0.7,0.05,15.7,17.5,19,0,1.7,2.8,1.1,0.9,199,2024-06-01 17:00,,0,3.7,19,1,120.26964167,23.85493056,85
富貴角,新北市,43,,良好,0.3,0.18,64.5,46.0,19,5,0.3,0.2,0,6.1,43,2024-06-01 17:00,,0.1,8.1,21,0,121.53656894,25.29681695,84
麥寮,雲林縣,22,,良好,0.9,0.13,12.6,16.6,21,6,4.1,6,1.8,1.9,204,2024-06-01 17:00,,0.1,6.9,19,1,120.251825,23.753506,83
關山,臺東縣,27,,良好,0.6,0.13,28.2,29.8,19,8,2.2,2.6,0.3,2,19,2024-06-01 17:00,,0.1,4.9,15,0,121.161933,23.045083,80
馬公,澎湖縣,22,,良好,0.6,0.16,25.1,24.7,16,5,9.4,13,3.6,3,169,2024-06-01 17:00,,0.1,3.8,11,0,119.566158,23.569031,78
金門,金門縣,15,,良好,0,0.2,30.9,16.6,21,7,6.7,8.1,1.3,1.9,105,2024-06-01 17:00,,0.1,4.7,9,0,118.312256,24.432133,77
馬祖,連江縣,84,臭氧八小時,普通,0.4,0.16,66.9,65.2,17,3,2,2.6,0.5,3.2,328,2024-06-01 17:00,,0.1,3.1,10,0,119.93149378,26.15188416,75
埔里,南投縣,34,,良好,1,0.25,25.1,27.6,27,14,5.9,7.4,1.5,1.3,243,2024-06-01 17:00,,0.1,10.6,21,0,120.967903,23.968842,72
復興,高雄市,23,,良好,1.1,0.19,13,15.5,21,7,9,12.5,3.4,0.4,236,2024-06-01 17:00,,0.1,7,20,2,120.312017,22.608711,71
永和,新北市,38,,良好,1.1,0.88,14.5,21.8,13,9,23.7,35,11.3,0.5,272,2024-06-01 17:00,,0.6,11.7,17,0,121.516306,25.017,70
竹山,南投縣,30,,良好,0.8,0.18,12.8,26.8,24,9,8.1,9.8,1.7,1.4,355,2024-06-01 17:00,,0.1,9.1,22,0,120.677306,23.756389,69
中壢,桃園市,43,,良好,0.3,0.54,20,19.4,14,3,26.2,45.7,19.5,0.5,22,2024-06-01 17:00,,0.4,7,17,1,121.221667,24.953278,68
三重,新北市,40,,良好,1,0.75,17.6,14.0,14,8,24.7,55.3,30.6,-,-,2024-06-01 17:00,,0.7,10,24,1,121.493806,25.072611,67
冬山,宜蘭縣,29,,良好,0.5,0.18,28,28.1,14,9,8,9.6,1.6,1.5,100,2024-06-01 17:00,,0.2,9,24,0,121.792928,24.632203,66
宜蘭,宜蘭縣,31,,良好,0.9,0.23,31.5,33.3,14,6,7.4,8.4,1,0.8,95,2024-06-01 17:00,,0.2,7.5,22,1,121.746394,24.747917,65
陽明,臺北市,26,,良好,0.7,0.14,30,28.6,11,2,1.5,2.3,0.8,1.7,50,2024-06-01 17:00,,0.1,3.3,10,0,121.529583,25.182722,64
花蓮,花蓮縣,29,,良好,0.6,0.21,28,31.9,,2,4.9,5.4,0.4,1,34,2024-06-01 17:00,,0.1,3.5,,0,121.599769,23.971306,63
臺東,臺東縣,30,,良好,0,0.14,26.6,32.0,10,9,2.9,3.7,0.7,1.6,30,2024-06-01 17:00,,0.1,6.2,15,0,121.15045,22.755358,62
恆春,屏東縣,23,,良好,0.7,0.07,24.1,25,10,6,0.5,1.1,0.5,2.9,263,2024-06-01 17:00,,0,5.6,12,0,120.788928,21.958069,61
潮州,屏東縣,19,,良好,1.6,0.25,26.9,20.9,27,9,5.7,7.6,1.9,3.4,259,2024-06-01 17:00,,0,4.6,19,0,120.561175,22.523108,60
屏東,屏東縣,26,,良好,2,0.21,22.5,28.6,23,4,8.7,10.9,2.2,2.6,253,2024-06-01 17:00,,0.2,5.3,23,1,120.488033,22.673081,59
小港,高雄市,30,,良好,1.5,0.12,13.4,15.2,14,7,7.9,11.3,3.3,2.3,260,2024-06-01 17:00,,0.1,9.3,13,2,120.337736,22.565833,58
前鎮,高雄市,18,,良好,1,0.18,14.4,16.2,15,7,9,12.5,3.4,1,232,2024-06-01 17:00,,0.1,5.5,17,2,120.30833356,22.6044507,57
前金,高雄市,17,,良好,0.2,0.14,17.9,18.1,15,5,3.3,4.4,1,2.1,213,2024-06-01 17:00,,0.1,3.8,17,1,120.28676111,22.63390278,56
左營,高雄市,28,,良好,0.6,0.12,16.8,17.4,10,10,3,3.6,0.5,2.7,230,2024-06-01 17:00,,0.1,8.7,15,1,120.292917,22.674861,54
楠梓,高雄市,21,,良好,0.9,0.14,17.6,20.4,17,6,5.7,7.1,1.4,1.5,278,2024-06-01 17:00,,0.1,6.3,21,1,120.328289,22.733667,53
林園,高雄市,35,,良好,1.1,0.11,23.6,26.4,33,8,0.4,1.5,1,2.4,267,2024-06-01 17:00,,0.1,9,35,1,120.41175,22.4795,52
大寮,高雄市,25,,良好,1.8,0.15,13.1,19.2,24,11,9.6,13.1,3.4,1.7,286,2024-06-01 17:00,,0.1,7.7,19,0,120.425311,22.56413611,51
鳳山,高雄市,18,,良好,0.9,0.45,14,16.3,18,5,9.5,14.1,4.5,1.1,309,2024-06-01 17:00,,0.3,4.6,18,1,120.357422,22.628126,50
仁武,高雄市,19,,良好,0,0.13,21,21.7,7,2,3.1,4.4,1.3,2.3,254,2024-06-01 17:00,,0.1,6,12,0,120.332631,22.689056,49
橋頭,高雄市,23,,良好,0.9,0.1,18.7,20.2,18,8,4.3,6.4,2,3.5,239,2024-06-01 17:00,,0.1,7,17,1,120.305689,22.757506,48
美濃,高雄市,34,,良好,0.7,0.14,29.7,37.9,15,8,3.9,4.5,0.6,1.5,306,2024-06-01 17:00,,0.1,4.9,19,0,120.530542,22.883583,47
臺南,臺南市,29,,良好,0.9,0.14,16.8,19.3,20,8,4.7,7.2,2.4,2,216,2024-06-01 17:00,,0.1,8.8,18,1,120.21947897,22.98928311,46
安南,臺南市,31,,良好,0.4,0.14,18.5,21.0,17,9,3.8,5.5,1.7,2.4,215,2024-06-01 17:00,,0.1,9.7,18,1,120.2175,23.048197,45
善化,臺南市,31,,良好,0.7,0.12,17,26.2,13,11,7.4,9.4,1.9,1.7,228,2024-06-01 17:00,,0.1,9.7,15,0,120.29740529,23.11337642,44
新營,臺南市,21,,良好,0.9,0.19,14,23.2,19,5,5.8,8,2.2,1.7,267,2024-06-01 17:00,,0.2,4.6,18,1,120.31725,23.305633,43
嘉義,嘉義市,24,,良好,1.8,0.16,15.4,26.3,17,8,5.5,7,1.5,2.6,239,2024-06-01 17:00,,0.1,4.7,17,1,120.44125148,23.46477865,42
臺西,雲林縣,20,,良好,0.6,0.1,15.2,17.8,14,6,3.5,5,1.4,3.2,213,2024-06-01 17:00,,0.1,6.3,19,1,120.19933333,23.702175,41
朴子,嘉義縣,20,,良好,0.9,0.39,10.5,16.7,15,7,8.2,13.7,5.4,1.4,243,2024-06-01 17:00,,0.2,4.9,20,1,120.2478,23.46538,40
新港,嘉義縣,30,,良好,1.4,0.12,14.1,23.1,24,9,4.3,6.8,2.4,0.8,231,2024-06-01 17:00,,0.1,9.3,22,1,120.345531,23.554839,39
崙背,雲林縣,29,,良好,0.4,0.16,6.2,15.6,19,11,3.9,6.4,2.5,0.6,101,2024-06-01 17:00,,0.1,8.9,19,0,120.348742,23.757547,38
斗六,雲林縣,28,,良好,1.2,0.14,10.7,22.4,20,10,5.7,8.4,2.7,0.9,23,2024-06-01 17:00,,0.1,8.7,18,1,120.544994,23.711853,37
南投,南投縣,23,,良好,0.4,0.21,9.2,22.5,18,7,10.9,15.1,4.1,0.2,25,2024-06-01 17:00,,0.2,7.2,22,0,120.685306,23.913,36
二林,彰化縣,37,,良好,0.3,0.1,12.3,16.6,16,11,3.3,5,1.7,1.6,84,2024-06-01 17:00,,0.1,11.5,22,0,120.409653,23.925175,35
線西,彰化縣,18,,良好,1.4,0.15,15.5,18.1,15,6,5.4,8.6,3.2,0.9,109,2024-06-01 17:00,,0.1,4.5,18,1,120.469061,24.131672,34
彰化,彰化縣,16,,良好,0.5,0.19,12,17.9,17,5,6.8,10.2,3.4,0.9,201,2024-06-01 17:00,,0.1,4.6,16,0,120.541519,24.066,33
西屯,臺中市,24,,良好,1.4,0.17,11.1,17.6,18,6,9.2,13.7,4.4,1.4,225,2024-06-01 17:00,,0.1,7.3,18,1,120.616917,24.162197,32
忠明,臺中市,16,,良好,0.9,0.24,12.9,16.7,12,5,8.1,11.6,3.5,1.2,193,2024-06-01 17:00,,0.2,4.7,16,1,120.641092,24.151958,31
大里,臺中市,26,,良好,0.9,0.32,13.7,20.9,17,12,10.8,13.9,3.1,1.1,248,2024-06-01 17:00,,0.2,8,15,1,120.67844444,24.09961111,30
沙鹿,臺中市,23,,良好,0.7,0.19,12.9,17.0,14,8,7.6,10.2,2.6,0.9,164,2024-06-01 17:00,,0.2,7,16,0,120.568794,24.225628,29
豐原,臺中市,21,,良好,0.8,0.19,15.4,21.0,14,6,5.9,7.7,1.8,1.8,174,2024-06-01 17:00,,0.2,6.6,14,0,120.74252414,24.25699731,28
三義,苗栗縣,19,,良好,0.8,0.25,7.9,17.7,14,5,8.2,13.5,5.2,1.8,208,2024-06-01 17:00,,0.1,5.7,12,0,120.75956754,24.38248443,27
苗栗,苗栗縣,23,,良好,0.8,0.15,11,24.0,6,9,8,11.4,3.4,1.3,21,2024-06-01 17:00,,0.1,7.1,8,0,120.82011468,24.56499183,26
頭份,苗栗縣,27,,良好,1.2,0.21,31.5,29.6,11,5,7.5,9,1.4,1.8,331,2024-06-01 17:00,,0.1,6.8,14,1,120.89869286,24.69690679,25
新竹,新竹市,31,,良好,0,0.22,34.1,33.6,7,5,7.6,8.6,1,0.9,354,2024-06-01 17:00,,0.2,5.7,9,0,120.97236752,24.8056356,24
竹東,新竹縣,31,,良好,0,0.2,26.7,26.6,16,9,9.2,9.9,0.7,1.3,328,2024-06-01 17:00,,0.1,9.5,14,0,121.08895493,24.74091408,23
湖口,新竹縣,33,,良好,0,0.17,40.4,36.8,6,8,2.7,2.9,0.2,2.1,2,2024-06-01 17:00,,0.1,8.9,10,0,121.03886894,24.90009696,22
龍潭,桃園市,29,,良好,0.9,0.26,22.2,26.2,14,8,9.6,10.9,1.2,1.5,329,2024-06-01 17:00,,0.2,9,16,0,121.21645772,24.86400048,21
平鎮,桃園市,26,,良好,0.4,0.26,35.2,28.5,14,4,9.3,10.5,1.1,1.8,23,2024-06-01 17:00,,0.2,5.6,16,0,121.203986,24.952786,20
觀音,桃園市,36,,良好,0,0.15,47.8,39.8,13,4,4.1,4.9,0.7,2.8,55,2024-06-01 17:00,,0.1,4.5,12,0,121.08283092,25.03556747,19
大園,桃園市,32,,良好,0.3,0.2,46.3,35.8,14,0,10,10.7,0.7,3.3,25,2024-06-01 17:00,,0.1,4.7,16,0,121.20251473,25.06100357,18
桃園,桃園市,27,,良好,1,0.23,36.1,29.5,11,5,8.5,9.6,1,2.2,11,2024-06-01 17:00,,0.1,8.1,14,1,121.30500531,24.9947107,17
大同,臺北市,34,,良好,0.8,0.6,26,23.3,14,8,14.6,20.9,6.3,-,-,2024-06-01 17:00,,0.5,10.5,18,1,121.51342074,25.06331455,16
松山,臺北市,47,,良好,,0.26,26.9,30.1,20,13,13,14.7,1.7,1.1,303,2024-06-01 17:00,,0.2,14.5,21,,121.578611,25.05,15
